S. No.,Crash Date,Crash Day,Location,State,LatLong,latitude,longitude,Road Type,Crash Type,Killed,Injured,Vehicle 1,Vehicle/Object 2,Million Plus City
908,2022-08-05,Friday,Westin Hotel,West Bengal,"22.592067801335396, 88.47414316235025",22.592067801335396,88.47414316235025,OR,With Parked Vehicle,1,1,Two Wheeler,Truck,Kolkata
909,2022-08-05,Friday,Malharganj,Madhya Pradesh,"22.719798679395794, 75.844653127901",22.719798679395794,75.844653127901,OR,Hit and Run,1,0,Pedestrian,Truck,Indore
910,2022-08-07,Sunday,Ballygunge,West Bengal,"22.52951965698945, 88.3657621945832",22.52951965698945,88.3657621945832,SH,Hit and Run,1,0,Pedestrian,Car,Kolkata
911,2022-08-06,Saturday,Telk Road,Kerala,"10.182455185251525, 76.37771870467434",10.182455185251525,76.37771870467434,OR,Run Off Road,1,0,Two Wheeler,Nil,Nil
912,2022-08-05,Friday,Turf Club Chowk,Maharashtra,"18.50646197538379, 73.88988097872114",18.50646197538379,73.88988097872114,NH,Hit From Side,2,0,Two Wheeler,Truck,Pune
913,2022-08-07,Sunday,Shivgarh,Uttar Pradesh,"25.58143154317199, 81.83963789136295",25.58143154317199,81.83963789136295,NH,Head On Collision ,1,1,Two Wheeler,Two Wheeler,Nil
914,2022-08-07,Sunday,Sanhauli,Bihar,"25.516217959494437, 86.48360471433303",25.516217959494437,86.48360471433303,OR,Others,1,1,Two Wheeler,Bus,Nil
915,2022-08-06,Saturday,Goodil Square,Maharashtra,"18.597471864679743, 73.9038236844523",18.597471864679743,73.9038236844523,OR,Fixed Object Collision,2,0,Two Wheeler,Tree,Nil
916,2022-08-07,Sunday,Tivoli Court,West Bengal,"22.539431321025113, 88.35850106678355",22.539431321025113,88.35850106678355,OR,Others,1,0,Pedestrian,Car,Kolkata
917,2022-08-08,Monday,Sahsoon Bypass,Uttar Pradesh,"25.48899557055542, 81.9895773259544",25.48899557055542,81.9895773259544,SH,Others,1,1,Bicycle,Bus,Nil
918,2022-08-08,Monday,Cumbum,Andhra Pradesh,"15.574179958048752, 79.11284852501312",15.574179958048752,79.11284852501312,OR,Others,5,0,Car,Lorry,Nil
919,2022-08-09,Tuesday,Sun Temple,Jharkhand,"23.18280174463508, 85.5617896975744",23.18280174463508,85.5617896975744,OR,Hit and Run,3,1,Pedestrian,Truck,Nil
920,2022-08-10,Wednesday,Mupkal,Telangana,"18.91469965911996, 78.36007559482111",18.91469965911996,78.36007559482111,NH,Run Off Road,4,3,Car,Nil,Nil
921,2022-08-09,Tuesday,RG Kar Road,West Bengal,"22.603069390633976, 88.37734698226794",22.603069390633976,88.37734698226794,OR,Others,1,0,Bicycle,Truck,Kolkata
922,2022-08-08,Monday,Dhapa,West Bengal,"22.539868429713746, 88.39806868254642",22.539868429713746,88.39806868254642,SH,Hit and Run,1,0,Pedestrian,Truck,Kolkata
923,2022-08-10,Wednesday,Lala Bazar,Uttar Pradesh,"25.46948365155127, 82.02397409040022",25.46948365155127,82.02397409040022,OR,Others,1,1,Two Wheeler,Truck,Nil
924,2022-08-10,Wednesday,Kothapalli,Telangana,"17.921580435051617, 78.6394576640401",17.921580435051617,78.6394576640401,OR,Fixed Object Collision,4,0,Car,Divider,Nil
925,2022-08-10,Wednesday,Shakarpur,Delhi,"28.62730426419451, 77.27960319704012",28.62730426419451,77.27960319704012,OR,Hit and Run,1,0,Two Wheeler,Bus,Delhi
926,2022-08-10,Wednesday,Kaup,Karnataka,"13.236164578699496, 74.74653583498659",13.236164578699496,74.74653583498659,OR,Hit From Back,1,1,Two Wheeler,Truck,Nil
927,2022-08-09,Tuesday,Tarapur Flyover,Gujarat,"22.491182868063923, 72.6611407729859",22.491182868063923,72.6611407729859,NH,Hit From Back,2,1,Two Wheeler,Car,Ahmedabad
928,2022-08-10,Wednesday,Chander Hospital,Punjab,"30.583126877573964, 76.84334244893928",30.583126877573964,76.84334244893928,NH,Hit and Run,1,0,Pedestrian,Car,Nil
929,2022-08-10,Wednesday,Sector 45 Light Point,Chandigarh,"30.70058427919328, 76.7560813348116",30.70058427919328,76.7560813348116,OR,Hit From Back,1,0,Two Wheeler,Bus,Chandigarh
930,2022-08-10,Wednesday,Sector 7 Panchkula,Haryana,"30.711627831657793, 76.85053500524437",30.711627831657793,76.85053500524437,NH,Others,1,0,Two Wheeler,Car,Nil
931,2022-08-10,Wednesday,Duddupalem,Andhra Pradesh,"17.756739280466192, 83.01246478320374",17.756739280466192,83.01246478320374,OR,Others,2,0,Two Wheeler,Lorry,Nil
932,2022-08-11,Thursday,Sutarwadi Flyover,Maharashtra,"18.54044513250428, 73.78018713277599",18.54044513250428,73.78018713277599,NH,Hit and Run,1,0,Two Wheeler,Unidentified,Pune
933,2022-08-11,Thursday,Kiwale,Maharashtra,"18.661623680075248, 73.72996840293237",18.661623680075248,73.72996840293237,NH,Hit From Back,1,1,Two Wheeler,Tractor,Nil
934,2022-08-11,Thursday,Laxmi Chowk,Maharashtra,"18.599727402289165, 73.73467864020846",18.599727402289165,73.73467864020846,OR,Others,1,0,Bicycle,Car,Nil
935,2022-08-12,Friday,Prateek Bridge,Madhya Pradesh,"22.674582860364115, 75.83221452974786",22.674582860364115,75.83221452974786,OR,Hit and Run,2,0,Pedestrian,Truck,Indore
936,2022-08-12,Friday,Grayaspur,Madhya Pradesh,"23.678312106155037, 78.11121940894049",23.678312106155037,78.11121940894049,NH,Others,4,0,Two Wheeler,Car,Nil
937,2022-08-14,Sunday,New Highway,Maharashtra,"18.976587724865837, 75.76628565332618",18.976587724865837,75.76628565332618,NH,Head On Collision ,6,0,Car,Truck,Nil
938,2022-08-14,Sunday,ISKCON Flyover,Gujarat,"23.027163319878326, 72.50731200268955",23.027163319878326,72.50731200268955,NH,Hit and Run,1,0,Pedestrian,Unidentified,Ahmedabad
939,2022-08-13,Saturday,Vallabhipur,Gujarat,"21.888208848667126, 71.87584738690651",21.888208848667126,71.87584738690651,SH,Hit From Back,4,0,Car,Truck,Nil
940,2022-08-12,Friday,Etawah Expressway,Uttar Pradesh,"26.79163187649792, 79.03551506188178",26.79163187649792,79.03551506188178,NH,Fixed Object Collision,1,4,Car,Divider,Nil
941,2022-08-12,Friday,Rau Bypass,Madhya Pradesh,"22.62514172018914, 75.74095968178769",22.62514172018914,75.74095968178769,OR,Hit From Back,1,3,Car,Pick Up,Nil
942,2022-08-15,Monday,Mandap Tunnel,Maharashtra,"18.842584082178334, 73.23739750475224",18.842584082178334,73.23739750475224,SH,Hit From Back,1,0,Car,Truck,Nil
943,2022-08-12,Friday,Salunke Vihar,Maharashtra,"18.47775957235929, 73.90547793757243",18.47775957235929,73.90547793757243,OR,Head On Collision ,1,2,Two Wheeler,Two Wheeler,Pune
944,2022-08-16,Tuesday,Sidhrawli,Haryana,"28.264056864663388, 76.8301177836652",28.264056864663388,76.8301177836652,NH,Hit From Side,4,2,SUV,Truck,Nil
945,2022-08-15,Monday,Chromepet,Tamil Nadu,"12.950716960809633, 80.13984549691799",12.950716960809633,80.13984549691799,SH,Hit and Run,1,0,Pedestrian,Bus,Nil
946,2022-08-17,Wednesday,Ranjangaon,Maharashtra,"18.75570378002915, 74.24743723636944",18.75570378002915,74.24743723636944,SH,Head On Collision ,5,1,Bus,Truck,Nil
947,2022-08-16,Tuesday,Padeghar,Maharashtra,"18.959068088846323, 73.03725870845345",18.959068088846323,73.03725870845345,NH,With Parked Vehicle,1,0,Two Wheeler,Truck,Mumbai
948,2022-08-16,Tuesday,Palm Beach Rd,Maharashtra,"19.052069270476046, 73.0077964043835",19.052069270476046,73.0077964043835,OR,With Parked Vehicle,1,0,Two Wheeler,Truck,Mumbai
949,2022-08-16,Tuesday,Tummalapalem,Andhra Pradesh,"16.57282209537555, 80.5322742786052",16.57282209537555,80.5322742786052,NH,With Parked Vehicle,4,0,Car,Lorry,Nil
950,2022-08-16,Tuesday,Tinokhal,Assam,"24.576822817114092, 92.31447808157061",24.576822817114092,92.31447808157061,NH,Others,1,3,Two Wheeler,Truck,Nil
951,2022-08-18,Thursday,Bhilwara,Rajasthan,"25.315813522132284, 74.63310835858479",25.315813522132284,74.63310835858479,NH,Hit From Back,4,0,Car,Truck,Nil
952,2022-08-18,Thursday,Kushaliya,Uttar Pradesh,"28.71053747751953, 77.53414573056509",28.71053747751953,77.53414573056509,NH,Hit and Run,4,1,SUV,Unidentified,Nil
953,2022-08-18,Thursday,Manali,Himachal Pradesh,"32.21421210952723, 77.18881761206093",32.21421210952723,77.18881761206093,NH,Head On Collision ,2,0,Car,Truck,Nil
954,2022-08-19,Friday,Metawara,Chhattisgarh,"19.143212422997077, 82.01659462110628",19.143212422997077,82.01659462110628,NH,Head On Collision ,5,0,Car,Bus,Nil
955,2022-08-19,Friday,Khiuri,Himachal Pradesh,"31.58576153219672, 76.96885387389771",31.58576153219672,76.96885387389771,OR,Vehicle Overturn,1,4,Car,Gorge,Nil
956,2022-08-20,Saturday,Athani,Karnataka,"16.726003255008884, 75.06098320133205",16.726003255008884,75.06098320133205,NH,Head On Collision ,2,10,Bus,Truck,Nil
957,2022-08-19,Friday,Shahjahanabad,Madhya Pradesh,"23.270417899334632, 77.39743447696006",23.270417899334632,77.39743447696006,OR,Hit and Run,1,3,Pedestrian,Two Wheeler,Bhopal
958,2022-08-19,Friday,Kasara Ghat,Maharashtra,"19.665589044933387, 73.50063272085029",19.665589044933387,73.50063272085029,NH,Run Off Road,1,2,Car,Nil,Nil
959,2022-08-19,Friday,Mannapparai,Tamil Nadu,"10.608956878284548, 78.42341800501377",10.608956878284548,78.42341800501377,SH,Hit From Side,2,1,Two Wheeler,Car,Nil
960,2022-08-19,Friday,Bridge No. 4,West Bengal,"22.53915592565847, 88.37340284759384",22.53915592565847,88.37340284759384,OR,Others,1,1,Two Wheeler,Truck,Kolkata
961,2022-08-20,Saturday,Hide Road Crossing,West Bengal,"22.527242804465722, 88.30648034361126",22.527242804465722,88.30648034361126,OR,Others,1,0,Two Wheeler,Truck,Kolkata
962,2022-08-21,Sunday,Kondhali,Maharashtra,"21.135114424478765, 78.6394714598024",21.135114424478765,78.6394714598024,NH,Hit From Back,1,4,Two Wheeler,Truck,Nil
963,2022-08-20,Saturday,Vishnukunj Society,Gujarat,"22.316321522968867, 73.14866832825786",22.316321522968867,73.14866832825786,OR,Run Off Road,1,0,Two Wheeler,Nil,Vadodara
964,2022-08-19,Friday,Dorabjee Mall,Maharashtra,"18.568399727548965, 73.90726646295064",18.568399727548965,73.90726646295064,OR,Head On Collision ,1,1,Two Wheeler,Bus,Pune
965,2022-08-22,Monday,Palkhi,Madhya Pradesh,"23.41171116675694, 75.48403343721121",23.41171116675694,75.48403343721121,SH,Others,4,11,Truck,Truck,Nil
966,2022-08-21,Sunday,Sarahanpur,Uttar Pradesh,"29.960305462335533, 77.55709242351591",29.960305462335533,77.55709242351591,NH,With Parked Vehicle,6,6,SUV,Truck,Nil
967,2022-08-22,Monday,Laxmangarh,Rajasthan,"27.811572450985334, 75.02095342198635",27.811572450985334,75.02095342198635,NH,Head On Collision ,4,0,Car,Truck,Nil
968,2022-08-22,Monday,Valluru,Andhra Pradesh,"16.557731034204064, 81.83028092243659",16.557731034204064,81.83028092243659,SH,Vehicle Overturn,3,2,Car,Canal,Nil
969,2022-08-22,Monday,Railway Station Jammu Tawi,Jammu,"32.70663052265936, 74.87930354821297",32.70663052265936,74.87930354821297,OR,Hit and Run,2,5,Pedestrian,SUV,Nil
970,2022-08-22,Monday,Khetawas,Haryana,"28.548837891916982, 76.51790857252273",28.548837891916982,76.51790857252273,OR,Hit From Back,4,1,Car,Bus,Nil
971,2022-08-21,Sunday,Mavikala Toll Plaza,Uttar Pradesh,"28.877093982745233, 77.25098427500454",28.877093982745233,77.25098427500454,NH,Head On Collision ,5,0,Two Wheeler,Truck,Nil
972,2022-08-22,Monday,Garhi Harsaru,Haryana,"28.44960177047333, 76.96100609651029",28.44960177047333,76.96100609651029,NH,With Parked Vehicle,1,1,Car,Truck,Nil
973,2022-08-23,Tuesday,Mohadari Ghat,Maharashtra,"19.885274960176368, 73.94177560345305",19.885274960176368,73.94177560345305,NH,Fixed Object Collision,1,1,Car,Divider,Nil
974,2022-08-23,Tuesday,Vivekanand College,Madhya Pradesh,"22.59663648362726, 75.89634578737964",22.59663648362726,75.89634578737964,SH,Head On Collision ,3,15,Auto Rickshaw,Truck,Nil
975,2022-08-23,Tuesday,Honda Showroom,Chhattisgarh,"21.095586931573653, 81.01281321850867",21.095586931573653,81.01281321850867,OR,Head On Collision ,2,1,Car,Truck,Nil
976,2022-08-23,Tuesday,Sathriya,Uttar Pradesh,"27.50116096445349, 81.69949466986577",27.50116096445349,81.69949466986577,OR,Vehicle Overturn,3,2,Car,Ditch,Nil
977,2022-08-25,Thursday,Balenahalli Gate,Karnataka,"13.362972731995939, 77.10330230352852",13.362972731995939,77.10330230352852,NH,Hit From Back,9,14,SUV,Truck,Nil
978,2022-08-23,Tuesday,Injambakkam,Tamil Nadu,"12.921172824561957, 80.25129808708131",12.921172824561957,80.25129808708131,NH,Fixed Object Collision,2,0,Two Wheeler,Divider,Chennai
979,2022-08-25,Thursday,Madigunta,Andhra Pradesh,"17.853639107608544, 82.49172139329664",17.853639107608544,82.49172139329664,OR,Head On Collision ,3,2,Two Wheeler,Two Wheeler,Nil
980,2022-08-25,Thursday,Vathiyar Thottam Bus Stop,Tamil Nadu,"13.143458015584102, 80.23436375553368",13.143458015584102,80.23436375553368,OR,Head On Collision ,2,0,Two Wheeler,Truck,Chennai
981,2022-08-26,Friday,Raigadnagar Bridge,Maharashtra,"19.893966265222172, 73.68212353649628",19.893966265222172,73.68212353649628,OR,Hit From Back,2,0,Car,Truck,Nil
982,2022-08-26,Friday,Chaupal,Himachal Pradesh,"30.949330125762117, 77.5928195680066",30.949330125762117,77.5928195680066,SH,Vehicle Overturn,4,1,Car,Gorge,Nil
983,2022-08-25,Thursday,Tarihal,Karnataka,"15.35752331671975, 75.03842886062819",15.35752331671975,75.03842886062819,OR,Others,3,1,Two Wheeler,Truck,Nil
984,2022-08-27,Saturday,Kidderpore Dock,West Bengal,"22.546410436893307, 88.32103275364356",22.546410436893307,88.32103275364356,OR,Hit From Side,1,0,Car,Truck,Kolkata
985,2022-08-26,Friday,Army Public School,Maharashtra,"18.57750697763386, 73.8764039940463",18.57750697763386,73.8764039940463,SH,Hit From Back,1,0,Two Wheeler,Bus,Pune
986,2022-08-27,Saturday,Garrah Bridge,Uttar Pradesh,"27.909778591203295, 79.86524927125421",27.909778591203295,79.86524927125421,OR,Vehicle Overturn,6,14,Tractor,River,Nil
987,2022-08-27,Saturday,Khedla,Rajasthan,"26.701112788209908, 76.79640310310648",26.701112788209908,76.79640310310648,OR,Hit and Run,2,0,Two Wheeler,Unidentified,Nil
988,2022-08-27,Saturday,Bislai,Rajasthan,"25.278619789075506, 76.27552883402359",25.278619789075506,76.27552883402359,OR,Vehicle Overturn,2,3,Car,Ditch,Nil
989,2022-08-27,Saturday,Ganga Canal Road,Uttar Pradesh,"28.877477668955493, 77.52603417488096",28.877477668955493,77.52603417488096,OR,Hit and Run,2,2,Car,Unidentified,Nil
990,2022-08-28,Sunday,Diva Agasan Road,Maharashtra,"19.183655518817666, 73.0534083474903",19.183655518817666,73.0534083474903,OR,Head On Collision ,1,0,Two Wheeler,Truck,Mumbai
991,2022-08-27,Saturday,Bhagwanpur,Uttar Pradesh,"28.871034366683634, 77.74104853527804",28.871034366683634,77.74104853527804,NH,Fixed Object Collision,6,0,SUV,Divider,Nil
992,2022-08-28,Sunday,Patharakhumba,Odisha,"20.937340687598365, 85.47144947154864",20.937340687598365,85.47144947154864,NH,Head On Collision ,5,0,Auto Rickshaw,Truck,Nil
993,2022-08-29,Monday,Jamathi,Maharashtra,"20.649003554646466, 76.22847466638882",20.649003554646466,76.22847466638882,OR,Fixed Object Collision,3,7,Pick Up,Tree,Nil
994,2022-08-28,Sunday,Gokulpura,Rajasthan,"27.576033844445412, 75.18900536726449",27.576033844445412,75.18900536726449,NH,Head On Collision ,2,12,Car,Bus,Nil
995,2022-08-28,Sunday,Manpur,Rajasthan,"26.95860693491009, 76.68415878172634",26.95860693491009,76.68415878172634,NH,Hit and Run,1,0,Pedestrian,Car,Nil
996,2022-08-30,Tuesday,Kah ,Jammu,"32.79938067051608, 75.00789547580732",32.79938067051608,75.00789547580732,OR,Vehicle Overturn,8,4,SUV,Gorge,Nil
997,2022-08-30,Tuesday,Makrown,Uttar Pradesh,"25.718353533382025, 80.10015215149183",25.718353533382025,80.10015215149183,NH,Hit and Run,2,0,Pedestrian,Truck,Nil
998,2022-08-30,Tuesday,Paniyala Flyover,Rajasthan,"27.784237288595175, 76.22986539404629",27.784237288595175,76.22986539404629,NH,Run Off Road,3,13,Bus,Nil,Nil
999,2022-08-30,Tuesday,Sirsala,Maharashtra,"18.973810245442227, 76.37588017389284",18.973810245442227,76.37588017389284,SH,Head On Collision ,2,2,Car,SUV,Nil
1000,2022-08-30,Tuesday,Nadigaon,Uttarakhand,"29.83922690925442, 79.77706855378689",29.83922690925442,79.77706855378689,NH,Fixed Object Collision,1,0,Two Wheeler,Boulder,Nil
1001,2022-08-29,Monday,Jamthi,Maharashtra,"20.809524840584373, 75.97061786368732",20.809524840584373,75.97061786368732,SH,Run Off Road,3,10,Pick Up,Nil,Nil
1002,2022-09-01,Thursday,Kupakaddi,Karnataka,"16.529660984075278, 75.6645191378298",16.529660984075278,75.6645191378298,OR,Head On Collision ,3,4,Car,Bus,Nil
1003,2022-08-30,Tuesday,Gondal Rd,Gujarat,"22.209340077984876, 70.80100442289556",22.209340077984876,70.80100442289556,NH,Hit and Run,2,0,Pedestrian,Car,Rajkot
1004,2022-08-31,Wednesday,Calcutta Rowing Club,West Bengal,"22.51238394035984, 88.35497158434426",22.51238394035984,88.35497158434426,OR,Hit From Back,1,0,Two Wheeler,Truck,Kolkata
1005,2022-08-31,Wednesday,Khabardanga,West Bengal,"22.463162904924367, 88.33390333096153",22.463162904924367,88.33390333096153,OR,Fixed Object Collision,2,1,Two Wheeler,Tree,Kolkata
1006,2022-08-31,Wednesday,Kalakar Street,West Bengal,"22.585798966749003, 88.3551253842066",22.585798966749003,88.3551253842066,OR,Hit and Run,1,0,Pedestrian,Truck,Kolkata
1007,2022-08-31,Wednesday,Chachoga,Himachal Pradesh,"32.735369414033954, 76.251512361788",32.735369414033954,76.251512361788,OR,Vehicle Overturn,2,1,SUV,Gorge,Nil
1008,2022-08-31,Wednesday,Rohtang Pass,Himachal Pradesh,"32.37176488996312, 77.24680921374025",32.37176488996312,77.24680921374025,OR,Vehicle Overturn,1,4,Truck,Gorge,Nil
1009,2022-09-01,Thursday,Parwaliya,Madhya Pradesh,"23.02341919002103, 74.52070834052253",23.02341919002103,74.52070834052253,SH,Fixed Object Collision,1,3,Car,Culvert,Nil
1010,2022-09-02,Friday,Rajgurunagar Stretch,Maharashtra,"18.8494015889229, 73.89818034290536",18.8494015889229,73.89818034290536,NH,Head On Collision ,2,0,Two Wheeler,Ambulance,Nil
1011,2022-09-02,Friday,Chinchbhuvan Chowk,Maharashtra,"21.067406895480527, 79.05850935909434",21.067406895480527,79.05850935909434,NH,Fixed Object Collision,1,4,Car,Divider,Nagpur
1012,2022-09-02,Friday,Manpur,Madhya Pradesh,"22.433194860521702, 75.62060067005532",22.433194860521702,75.62060067005532,NH,Others,1,1,Two Wheeler,Truck,Indore
1013,2022-09-03,Saturday,Sundarapuram,Tamil Nadu,"10.950785627863572, 76.97623851969175",10.950785627863572,76.97623851969175,NH,Hit and Run,1,0,Pedestrian,Bus,Coimbatore
1014,2022-09-03,Saturday,Galgotias University,Uttar Pradesh,"28.36645610952026, 77.53773490671925",28.36645610952026,77.53773490671925,OR,Run Off Road,1,1,Car,Nil,Nil
1015,2022-09-04,Sunday,Saryu Bridge,Maharashtra,"19.89748574089612, 72.94096533384186",19.89748574089612,72.94096533384186,NH,Fixed Object Collision,1,2,Car,Divider,Nil
1016,2022-09-04,Sunday,Palse,Maharashtra,"19.929786200796077, 73.86816893229063",19.929786200796077,73.86816893229063,NH,Hit and Run,1,0,Two Wheeler,Unidentified,Nil
1017,2022-09-04,Sunday,Trimbak Vidya Mandir,Maharashtra,"19.97585050674122, 73.6913953141388",19.97585050674122,73.6913953141388,NH,Run Off Road,1,0,Two Wheeler,Nil,Nil
1018,2022-09-04,Sunday,Nawalgarh Rd,Rajasthan,"27.620618975200596, 75.15432247946985",27.620618975200596,75.15432247946985,OR,Fixed Object Collision,1,4,Car,Tree,Nil
1019,2022-09-04,Sunday,Tasimo,Rajasthan,"26.79640462667417, 77.78033605114946",26.79640462667417,77.78033605114946,SH,Hit and Run,1,0,Pedestrian,Unidentified,Nil
1020,2022-09-03,Saturday,Perur,Tamil Nadu,"10.975472149756177, 76.91461748939439",10.975472149756177,76.91461748939439,OR,Others,1,1,Two Wheeler,Truck,Nil
1021,2022-09-04,Sunday,Gate 2 AIIMS,Delhi,"28.567951511122537, 77.2079624712835",28.567951511122537,77.2079624712835,OR,With Parked Vehicle,3,3,Auto Rickshaw,Car,Delhi
1022,2022-09-04,Sunday,Kaggalipura,Karnataka,"12.801987522673272, 77.50896962112277",12.801987522673272,77.50896962112277,NH,Hit and Run,1,1,Pedestrian,Truck,Nil
1023,2022-09-05,Monday,Nipania,Madhya Pradesh,"22.74463198606689, 75.93408549573431",22.74463198606689,75.93408549573431,NH,Hit From Back,1,0,Two Wheeler,Truck,Indore
1024,2022-09-07,Wednesday,Maval,Rajasthan,"24.430462504845845, 72.70674163283152",24.430462504845845,72.70674163283152,NH,Head On Collision ,6,0,Car,Truck,Nil
1025,2022-09-07,Wednesday,Sadar Police Station,Rajasthan,"26.732171041018393, 77.89923914447503",26.732171041018393,77.89923914447503,NH,Run Off Road,1,0,Two Wheeler,Nil,Nil
1026,2022-09-05,Monday,Amrapura,Gujarat,"22.441979342857028, 73.58417184251353",22.441979342857028,73.58417184251353,NH,With Parked Vehicle,4,11,Bus,Truck,Nil
1027,2022-09-06,Tuesday,Chandni Chowk,Maharashtra,"18.50735318742875, 73.78357201781958",18.50735318742875,73.78357201781958,NH,Hit and Run,1,0,Two Wheeler,Unidentified,Pune
1028,2022-09-06,Tuesday,Kharar Bus Stand,Punjab,"30.750286809972074, 76.64057672151587",30.750286809972074,76.64057672151587,NH,Hit and Run,1,0,Pedestrian,Truck,Nil
1029,2022-09-06,Tuesday,Morinda Highway,Punjab,"30.745288343677295, 76.65143581606183",30.745288343677295,76.65143581606183,NH,Hit and Run,1,0,Pedestrian,Car,Nil
1030,2022-09-06,Tuesday,Industrial Area Phase-8,Punjab,"30.706704631161912, 76.70673573769159",30.706704631161912,76.70673573769159,OR,Hit and Run,1,0,Pedestrian,Truck,Nil
1031,2022-09-06,Tuesday,Koyaliya Kheda,Uttar Pradesh,"26.89363853230963, 80.53708001208369",26.89363853230963,80.53708001208369,NH,Others,1,4,Truck,Bus,Nil
1032,2022-09-08,Thursday,Ramba Village,Haryana,"29.79188524373807, 76.98055750545583",29.79188524373807,76.98055750545583,OR,Head On Collision ,2,1,Car,Tractor,Nil
1033,2022-09-08,Thursday,Gagsina,Haryana,"29.55522209307861, 76.87977066158835",29.55522209307861,76.87977066158835,SH,Hit and Run,1,0,Two Wheeler,Unidentified,Nil
1034,2022-09-08,Thursday,Juni Indore Police Station,Madhya Pradesh,"22.706027435309647, 75.86027121436881",22.706027435309647,75.86027121436881,OR,Hit and Run,1,1,Pedestrian,Two Wheeler,Indore
